# Agent-assisted review of derived_client_alias_index, full-corpus rebuild, 2026-07-06.
# Covers the 1,826 entities newly surfaced after fixing two bugs in
# build_derived_client_alias_index.py: (1) income lookup keyed on the wrong
# senate_clients column (client_id vs id), which undercounted most entities'
# income and shrank the >=$1M threshold set to 525 instead of the true 2,292;
# (2) entities were clustered on the raw normalized name instead of a
# suffix-stripped core key, so "X Corporation" and "X" (same company) could
# land in separate entities (e.g. Norfolk Southern split $4.71M into two
# clusters before the fix). This file is the second review pass, covering
# only the ~1,826 entities not already reviewed in agent_review_2026-07-06.txt
# (the original 525-entity pass, reused rather than re-run to save tokens).
# Produced by 20 batched general-purpose Agent tool launches (not raw API
# calls). Applied via scripts/apply_client_alias_llm_review.py. Format:
# entity_id|canonical_name|additional_aliases (;-sep or NONE)|generic_flag|reason
800|EQUINIX, INC.|NONE|false|distinctive brand name, data center company
801|EQUINOR US OPERATIONS LLC|NONE|false|distinctive brand name
802|EQUINOR WIND US LLC|NONE|false|distinctive brand name
803|EQUITRANS MIDSTREAM CORPORATION|NONE|false|distinctive brand name
805|EQUITY MARKETS ASSOCIATION|NONE|true|generic advocacy-coalition name
806|ERGON, INC.|NONE|true|Ergon common Greek-derived word/root
807|ERICSSON INC.|Ericsson|false|distinctive brand name
808|ERNST & YOUNG LLP|EY|false|distinctive brand name/well-known abbreviation
809|ESQUEL ENTERPRISES LIMITED|NONE|false|distinctive brand name
810|ESS INC.|NONE|true|ESS short generic-looking acronym
811|ESSILORLUXOTTICA (FKA ESSILOR OF AMERICA, INC.)|Essilor;Luxottica|false|distinctive brand names
812|ESTEE LAUDER COMPANIES|NONE|false|distinctive brand name
814|EVERYTOWN FOR GUN SAFETY ACTION FUND|Everytown|false|distinctive brand name
815|EVONIK CORPORATION|NONE|false|distinctive brand name
816|EXACT SCIENCES CORPORATION|NONE|false|distinctive brand name
817|EXELA PHARMA SCIENCES, LLC|NONE|false|distinctive brand name
818|EXELIXIS, INC.|NONE|false|distinctive brand name
819|EXELON BUSINESS SERVICES COMPANY, LLC|Exelon|false|distinctive brand name
821|EXPANSION FUNDING PARTNERS, LLC|NONE|true|generic descriptive financial-services name
822|EXPEDIA, INC.|NONE|false|distinctive brand name
823|EXPERIAN NORTH AMERICA|Experian|false|distinctive brand name
824|EXXON MOBIL CORPORATION|ExxonMobil;Exxon|false|distinctive brand name
825|EXXONMOBIL CORPORATION|ExxonMobil;Exxon|false|distinctive brand name
826|FAIR ISAAC CORPORATION (DBA FICO)|FICO|false|distinctive brand name, FICO well-known DBA
827|FAIRVIEW HEALTH SERVICES|NONE|true|Fairview common place name
828|FANDUEL, INC.|NONE|false|distinctive brand name
829|FAY LAW GROUP|NONE|true|Fay common surname, generic law-firm construction
830|FBI AGENTS ASSOCIATION|NONE|true|FBI alone would collide constantly
831|FCA US LLC|NONE|true|FCA short acronym collides
832|FEDERAL EXPRESS CORPORATION|FedEx|false|distinctive brand name
833|FEDERAL HOME LOAN BANK OF ATLANTA|NONE|true|generic institutional phrase shared across regional banks
834|FEDERAL HOME LOAN BANK OF NEW YORK|NONE|true|same generic institutional phrase issue
835|FEDERAL HOME LOAN BANK OF SAN FRANCISCO|NONE|true|same generic institutional phrase issue
837|FEDERATION OF EXCHANGE ACCOMODATORS, INC.|NONE|false|distinctive/unusual enough compound name
838|FEDEX CORPORATION|Federal Express|false|distinctive brand name
840|FENIX INTERNATIONAL, LTD.|NONE|true|Fenix common word/brand root
841|FERRERO U.S.A., INC.|Ferrero|false|distinctive brand name
843|FERVO ENERGY COMPANY|Fervo|false|distinctive brand name
846|FINANCIAL DATA AND TECHNOLOGY ASSOCIATION, FORMERLY FIN'L DATA & TECH'Y ASS'N NA|NONE|true|generic descriptive coalition name
847|FINANCIAL OVERSIGHT & MANAGEMENT BOARD OF PUERTO RICO|NONE|true|generic descriptive institutional name
848|FINANCIAL OVERSIGHT AND MANAGEMENT BOARD FOR PUERTO RICO|NONE|true|generic descriptive institutional name
849|FINANCIAL SERVICES FORUM|NONE|true|generic descriptive coalition/advocacy name
850|FINCANTIERI MARINE GROUP LLC|Fincantieri|false|distinctive brand name
851|FINDHELP|NONE|false|distinctive brand name
852|FINSECA|NONE|false|distinctive brand name/coined acronym
853|FIRST QUANTUM MINERALS LTD.|First Quantum|false|distinctive brand name
854|FIRST SOLAR, INC.|NONE|false|well-known distinctive company name despite generic-sounding words
855|FISERV, INC.|NONE|false|distinctive brand name
858|FIVE POINT OPERATING COMPANY|NONE|true|generic descriptive name (Five Point common place-name pattern)
863|FLEXTRONICS INTERNATIONAL USA, INC.|NONE|false|distinctive coined brand name (Flex shorthand too generic, not added)
864|FLORIDA ATLANTIC UNIVERSITY|NONE|true|university name containing common place words
865|FLORIDA CITRUS MUTUAL|NONE|true|contains common place name Florida
866|FLORIDA SUGAR CANE LEAGUE|NONE|true|contains common place name Florida
867|FLUOR CORPORATION|NONE|false|distinctive brand name
868|FLYER DEFENSE, LLC|NONE|true|generic descriptive name
869|FMC CORPORATION|NONE|true|FMC short acronym collides
870|FMR LLC|NONE|true|FMR generic-looking acronym, low recognition
871|FOOD AND AGRICULTURE CLIMATE ALLIANCE|NONE|true|generic descriptive coalition name
872|FOOD FIX CAMPAIGN ACTION, INC.|NONE|true|generic descriptive advocacy name
873|FORD MOTOR COMPANY, INC.|NONE|false|distinctive brand name
874|FORESCOUT TECHNOLOGIES, INC.|NONE|false|distinctive brand name
875|FOREST COUNTY POTAWATOMI COMMUNITY|NONE|false|distinctive tribal nation name
879|FORTINET, INC.|NONE|false|distinctive brand name
881|FOUNDATION CONSUMER HEALTHCARE LLC|NONE|true|generic descriptive name
882|FOUNDATION MEDICINE|NONE|true|generic descriptive name
884|FRANCISCAN MISSIONARIES OF OUR LADY HEALTH SYSTEM, INC.|NONE|false|distinctive/unusual enough full name
886|FRED HUTCHINSON CANCER CENTER (FORMERLY KNOWN AS SEATTLE CANCER CARE ALLIANCE)|Fred Hutch;Seattle Cancer Care Alliance|false|distinctive brand name and well-known former name
887|FREEDOM MORTGAGE CORPORATION|NONE|true|contains common generic words Freedom and Mortgage
888|FREEPOINT COMMODITIES LLC|NONE|false|distinctive brand name
889|FREEPORT-MCMORAN, INC.|NONE|false|distinctive brand name
890|FRESENIUS MEDICAL CARE|NONE|false|distinctive brand name
891|FRESENIUS MEDICAL CARE NORTH AMERICA|NONE|false|distinctive brand name
892|FRONT LINE HOSPITAL ALLIANCE|NONE|true|generic descriptive coalition/advocacy name
893|FUELCELL ENERGY, INC.|NONE|false|distinctive brand name
894|FUELS AMERICA|NONE|true|generic descriptive coalition name
896|FUTURE OF LIFE INSTITUTE|NONE|true|generic-sounding descriptive institute name
898|FUTURES INDUSTRY ASSOCIATION|NONE|true|generic descriptive coalition name
900|FWD.US|NONE|true|FWD common abbreviation, high collision risk
901|GAINWELL TECHNOLOGIES (FKA HEALTH MANAGEMENT SYSTEMS)|NONE|true|legacy name generic and collides
902|GARMIN INTERNATIONAL, INC.|Garmin|false|distinctive brand name
903|GATE GOURMET INC.|NONE|true|Gate Gourmet combines two common words
904|GBX ASSOCIATES LLC|NONE|true|GBX short acronym unclear recognition
905|GBX GROUP LLC|NONE|true|GBX short acronym unclear recognition
907|GE HEALTHCARE|NONE|false|distinctive brand name
908|GECKO ROBOTICS, INC.|NONE|false|distinctive brand name
912|GENENTECH USA, INC.|Genentech|false|distinctive brand name
914|GENERAL ATOMICS - AERONAUTICAL SYSTEMS, INC.|NONE|false|distinctive full phrase despite common word General
915|GENERAL ATOMICS, ELECTROMAGNETIC SYSTEMS, INC.|NONE|false|distinctive full phrase General Atomics
916|GENERAL AVIATION MANUFACTURERS ASSOCIATION|NONE|true|generic descriptive coalition name
918|GENERAL DYNAMICS CORPORATION|NONE|false|distinctive brand name despite General being common
919|GENERAL ELECTRIC COMPANY|NONE|false|distinctive full phrase (bare GE not added, collision risk)
921|GENERAL MILLS, INC.|NONE|false|distinctive brand name
922|GENERAL MOTORS COMPANY|GM|false|distinctive well-known brand
923|GENTIVA (FORMERLY REPORTED AS HUMANA & KINDRED AT HOME)|Kindred at Home;Humana|false|dual former-brand names given
924|GEORGETOWN UNIVERSITY|NONE|true|university named with common place name
925|GEOTHERMAL EXCHANGE ORGANIZATION|NONE|false|distinctive niche org name
927|GEVO, INC.|GEVO|false|distinctive coined name
928|GHARDA CHEMICALS INTERNATIONAL, INC.|Gharda Chemicals|false|distinctive name
930|GILA RIVER INDIAN COMMUNITY|NONE|false|distinctive tribal name
933|GLAXOSMITHKLINE, INC.|GSK|false|distinctive brand name
934|GLENCORE LTD.|Glencore|false|distinctive name
935|GLOBAL BUSINESS ALLIANCE|NONE|true|generic descriptive coalition name
937|GLOBAL MEDICAL RESPONSE, INC.|NONE|true|generic-sounding descriptive phrase; GMR acronym collision
939|GLOBALFOUNDRIES U.S. INC.|GlobalFoundries|false|distinctive coined name
940|GMTO CORPORATION|NONE|false|obscure acronym, low confidence, no alias added
942|GOLDMAN SACHS GROUP INC|Goldman Sachs|false|distinctive
943|GOOGLE CLIENT SERVICES L.L.C.|NONE|true|Google alone would flood with unrelated mentions
944|GOOGLE PUBLIC SECTOR (FKA GOOGLE CLOUD)|NONE|true|Google Cloud mentions mostly generic
945|GOTENNA|goTenna|false|distinctive coined brand name
947|GOVERNMENT OF PUERTO RICO|NONE|true|Puerto Rico extremely common place-name reference
948|GOVERNMENT OF THE U.S. VIRGIN ISLANDS|NONE|true|Virgin Islands common place-name reference
949|GOVERNMENT OF U.S. VIRGIN ISLANDS|NONE|true|same place-name collision risk
950|GOVERNOR'S DEFENSE INITIATIVE, GEORGIA DEPT. OF ECONOMIC DEVELOPMENT|NONE|true|contains Georgia and generic phrasing
951|GRAIL, INC.|NONE|true|grail also common English word
952|GRAND TRUNK CORPORATION|NONE|true|Grand Trunk historic generic railroad name
953|GRANITE TELECOMMUNICATIONS, LLC|NONE|true|Granite alone common word/place name
955|GREAT BASIN TRANSMISSION, LLC|NONE|true|Great Basin well-known geographic/place name
956|GREAT LAKES DREDGE & DOCK COMPANY, LLC|NONE|true|Great Lakes extremely common geographic term
957|GREATER NEW YORK HOSPITAL ASSN|Greater New York Hospital Association|false|distinctive full org name
958|GREATER NEW YORK HOSPITAL ASSOCIATION|Greater New York Hospital Assn|false|distinctive full org name
959|GREATER ORLANDO AVIATION AUTHORITY|NONE|false|distinctive full org name
963|GRUP IMMOBILIARI CIERCO|NONE|false|distinctive foreign name, low collision risk
964|GUARDANT HEALTH, INC.|Guardant|false|distinctive coined name
965|GUARDIAN LIFE INSURANCE COMPANY|NONE|true|Guardian alone very common word/name
966|GUARDIAN LIFE INSURANCE COMPANY OF AMERICA|NONE|true|same Guardian collision consideration
967|GUIDEHOUSE LLP|Guidehouse|false|distinctive coined name
969|GUSTO|NONE|true|Gusto common English word
970|H&R BLOCK, INC.|H&R Block|false|distinctive brand name
971|H&R BLOCK MANAGEMENT, LLC|H&R Block|false|distinctive brand name
972|H-E-B|NONE|false|distinctive regional grocery brand
973|H-E-B GROCERY COMPANY, LP|H-E-B|false|distinctive regional grocery brand
975|HACKENSACK MERIDIAN HEALTH|NONE|false|distinctive full name
976|HALLMARK CARDS, INC.|NONE|true|Hallmark common English word
977|HAMPTON ROADS MILITARY AND FEDERAL FACILITIES ALLIANCE|NONE|true|Hampton Roads well-known place name plus generic coalition name
980|HARD ROCK JAPAN K.K.|NONE|true|Hard Rock common generic term/brand family
981|HARMONY BIOSCIENCES, LLC|NONE|true|Harmony common English word
982|HARRIS COUNTY|NONE|true|Harris extremely common surname
983|HASBRO INC|Hasbro|false|distinctive coined brand name
984|HAWKEYE 360 INC.|NONE|true|Hawkeye common word/nickname
985|HAWTHORN FOUNDATION|NONE|true|Hawthorn common place name and plant name
986|HC HOLDINGS S.A.|NONE|true|generic-sounding acronym+word combination
987|HCA|NONE|true|HCA acronym collision risk
988|HCA HEALTHCARE, INC.|NONE|true|HCA acronym collision risk if used alone
990|HDR, INC.|NONE|true|HDR collides with photography term
991|HEALTH CARE SERVICE CORPORATION|NONE|true|generic descriptive name
992|HEALTH CAROUSEL, LLC|NONE|false|distinctive coined name
994|HEALTHCARE DISTRIBUTION ALLIANCE|NONE|true|generic descriptive coalition name; HDA collision
995|HEALTHCARE DISTRIBUTION ALLIANCE (HEALTHCARE DISTRIBUTION MANAGMENT ASSN.)|NONE|true|same generic descriptive risk
996|HEALTHCARE LEADERSHIP COUNCIL|NONE|true|generic descriptive coalition name
997|HEARST CORPORATION|Hearst|false|distinctive media company name
998|HEARTFLOW, INC.|HeartFlow|false|distinctive coined name
999|HEIRLOOM CARBON TECHNOLOGIES, INC.|NONE|true|Heirloom common English word
1000|HELLEN SYSTEMS, LLC|NONE|false|distinctive name
1001|HENRY SCHEIN|NONE|false|distinctive full company name, low collision risk
1002|HERMEUS CORPORATION|Hermeus|false|distinctive coined name
1003|HESS CORPORATION|NONE|false|well-known distinctive energy company name
1004|HEWLETT PACKARD ENTERPRISE COMPANY|HPE|false|distinctive company/acronym
1005|HEXION, INC.|Hexion|false|distinctive coined name
1006|HIGH TECH INVENTORS ALLIANCE|NONE|true|generic descriptive coalition name
1007|HIGHLY INNOVATIVE FUELS|NONE|true|generic descriptive name
1008|HIKVISION USA, INC.|Hikvision|false|distinctive coined brand name
1009|HILCORP ENERGY COMPANY|Hilcorp|false|distinctive coined name
1010|HILLTOP HOLDINGS INC.|NONE|true|Hilltop common English word/place descriptor
1011|HILLWOOD DEVELOPMENT COMPANY, LLC|NONE|true|Hillwood plausible common place name component
1012|HILTON WORLDWIDE|Hilton|false|distinctive well-known hotel brand name
1013|HISTORIC TAX CREDIT COALITION|NONE|true|generic descriptive coalition name
1014|HNTB CORPORATION|HNTB|false|distinctive acronym
1015|HOLISTIC INDUSTRIES INC.|NONE|true|Holistic common English word
1016|HOLOGIC, INC.|Hologic|false|distinctive coined name
1019|HONOLULU AUTH. FOR RAPID TRNS. (PREVIOUSLY KNOWN AS INFRACONSULT, LLC.)|NONE|true|Honolulu common place name
1020|HORIZON THERAPEUTICS USA, INC.|NONE|true|Horizon very common English word
1021|HOSPICE ACTION NETWORK|NONE|true|generic descriptive coalition name
1022|HOTWIRE COMMUNICATIONS, LTD.|NONE|true|Hotwire collides with travel booking brand
1023|HOUSING POLICY COUNCIL|NONE|true|generic descriptive coalition name
1024|HP, INC.|HP|false|distinctive well-known tech brand acronym
1026|HUAWEI TECHNOLOGIES USA, INC.|Huawei|false|distinctive coined brand name
1027|HUDSON RIVER TRADING LLC|NONE|true|Hudson River well-known geographic place name
1028|HUDSON TECHNOLOGIES|NONE|true|Hudson common surname/place name
1030|HUMANITY FORWARD|NONE|true|generic-sounding advocacy name
1031|HUNT COMPANIES, INC.|NONE|true|Hunt common surname and word
1032|HUNT DEVELOPMENT GROUP LLC|NONE|true|Hunt common surname/word
1033|HUNTINGTON INGALLS INCORPORATED|Huntington Ingalls|false|distinctive combined name
1034|HUNTINGTON INGALLS INDUSTRIES INCORPORATED|Huntington Ingalls;HII|false|distinctive combined name and acronym
1035|HUNTINGTON INGALLS INDUSTRIES, INC. (FKA HUNTINGTON INGALLS INCORPORATED)|Huntington Ingalls;HII|false|distinctive combined name and acronym
1036|HUNTSMAN CORPORATION|NONE|false|distinctive chemical company name
1037|HYSTER-YALE MATERIALS HANDLING, INC.|Hyster-Yale|false|distinctive brand name
1038|HYUNDAI MOTOR COMPANY, LTD.|Hyundai|false|distinctive brand name
1039|HYUNDAI STEEL COMPANY|Hyundai Steel|false|distinctive brand name
1040|IAC, LTD.|NONE|true|IAC very short acronym colliding with many meanings
1041|IAI NORTH AMERICA|NONE|true|IAI short acronym could collide
1042|IBM CORPORATION|IBM;International Business Machines|false|distinctive, well-known company
1043|ICEYE US, INC.|ICEYE|false|distinctive coined brand name
1044|ICKES & ENRIGHT GROUP (NORTHWELL HEALTH FKA NORTH SHORE-LIJ)|Northwell Health;North Shore-LIJ|false|distinctive named entities
1045|ICON TECHNOLOGY, INC.|NONE|true|Icon common English word
1047|IDEMIA IDENTITY & SECURITY USA LLC|IDEMIA|false|distinctive coined brand name
1048|IEX GROUP, INC.|NONE|true|short acronym could collide
1049|IHEARTMEDIA, INC.|iHeartMedia|false|distinctive brand name
1050|ILLINOIS CORN GROWERS ASSOCIATION|NONE|false|distinctive state+commodity association name
1053|INCYTE CORPORATION|Incyte|false|distinctive coined pharma name
1054|INDEPENDENCE BLUE CROSS, LLC|Independence Blue Cross|false|distinctive named entity
1055|INDEPENDENT COMMUNITY BANKERS OF AMERICA|ICBA|false|distinctive trade association name and acronym
1056|INDEPENDENT PILOTS ASSOCIATION|NONE|true|generic descriptive name
1057|INDEPENDENT RESTAURANT COALITION|NONE|true|generic descriptive coalition name
1058|INDEPENDENT SECTOR|NONE|true|generic English phrase, extremely high false-positive risk
1060|INDIVIOR, INC.|Indivior|false|distinctive coined pharma name
1061|INDUSTRIAL ENERGY CONSUMERS OF AMERICA|NONE|true|generic descriptive coalition name
1063|INFECTIOUS DISEASE SOCIETY OF AMERICA|NONE|true|generic descriptive medical-society name
1064|INFIN, A FINANCIAL SERVICES ALLIANCE|NONE|true|generic-sounding coined name plus explicit generic descriptor
1065|INFORMATION TECHNOLOGY INDUSTRY COUNCIL|NONE|true|generic descriptive name
1066|INFORMATION TECHNOLOGY INDUSTRY COUNCIL (ITI)|NONE|true|generic descriptive name
1068|INFUSION PROVIDERS ALLIANCE|NONE|true|generic descriptive coalition name
1069|INGEVITY CORPORATION|Ingevity|false|distinctive coined chemical company name
1070|INNOCENCE PROJECT|NONE|true|generic phrase used broadly beyond this specific org
1073|INNOVATION ALLIANCE|NONE|true|generic descriptive coalition name
1074|INNOVATIVE DEFENSE TECHNOLOGIES|NONE|true|generic descriptive name
1075|INSIGHTEC, INC.|Insightec|false|distinctive coined medtech brand name
1076|INSTITUTE FOR GENE THERAPIES|NONE|true|generic descriptive name
1077|INSTITUTE OF INTERNATIONAL BANKERS|NONE|true|generic descriptive name
1078|INSTITUTIONAL SHAREHOLDER SERVICES|NONE|true|generic descriptive name; ISS collides with International Space Station
1080|INTEL CORPORATION|Intel|false|distinctive well-known brand name
1082|INTERDIGITAL, INC.|InterDigital|false|distinctive coined brand name
1083|INTERNATIONAL COUNCIL OF SHOPPING CENTERS|NONE|true|generic descriptive name
1084|INTERNATIONAL FRANCHISE ASSOCIATION|NONE|true|generic descriptive name
1085|INTERNATIONAL FRANCHISE ASSOCIATION (IFA)|NONE|true|generic descriptive name
1087|INTERNATIONAL INFORMATION SYSTEM SECURITY CERTIFICATION CONSORTIUM|NONE|true|generic descriptive name
1089|INTERNATIONAL LONGSHORE AND WAREHOUSE UNION|ILWU|false|distinctive well-known union name and acronym
1090|INTERNATIONAL MARINE CONTRACTORS ASSOCIATION|NONE|true|generic descriptive name
1091|INTERNATIONAL PAPER COMPANY|NONE|true|somewhat generic-sounding name
1092|INTERNET WORKS|NONE|true|generic phrase extremely high false-positive risk
1094|INTREPID POTASH INC.|Intrepid Potash|false|distinctive company name
1098|INVENTUS POWER|NONE|false|distinctive coined brand name
1099|INVESCO HOLDING COMPANY (US), INC.|Invesco|false|distinctive well-known brand name
1100|INVEST IN EDUCATION COALITION, INC.|NONE|true|generic descriptive coalition name
1101|INVESTMENT COMPANY INSTITUTE|NONE|true|generic descriptive name
1102|INVITAE INC.|Invitae|false|distinctive coined biotech brand name
1103|IONQ, INC.|IonQ|false|distinctive coined brand name
1104|IP RENEWABLE ENERGY HOLDINGS LLC|NONE|true|generic descriptive name, IP also ambiguous
1105|IPSEN BIOPHARMACEUTICALS, INC.|Ipsen|false|distinctive coined pharma brand name
1106|IQVIA|NONE|false|distinctive coined brand name
1108|IRIDIUM SATELLITE, LLC|Iridium|false|distinctive well-known satellite brand name
1109|IRON MOUNTAIN INFORMATION MANAGEMENT, LLC|NONE|true|Iron Mountain also common place name
1110|ISLAND MOUNTAIN DEVELOPMENT GROUP (IMDG)|NONE|true|generic descriptive name built from common place/geographic words
1111|ITC HOLDINGS CORPORATION|NONE|true|ITC short acronym collides with International Trade Commission
1112|ITC MODERNIZATION ALLIANCE|NONE|true|generic descriptive coalition name; ITC collides
1113|ITG BRANDS|ITG Brands|false|distinctive coined brand name
1115|IVANTI|NONE|false|distinctive coined brand name
1116|JACOBS ENGINEERING GROUP INC.|NONE|true|Jacobs common surname
1117|JAMES H. SIMONS|NONE|true|personal name, common surname pattern
1118|JAZZ PHARMACEUTICALS, INC.|NONE|true|Jazz common word/music genre
1119|JBS USA|JBS|false|distinctive well-known meatpacking brand
1120|JBS USA FOOD COMPANY|JBS|false|distinctive well-known meatpacking brand
1121|JEA|NONE|true|short acronym collides with other meanings
1123|JINKOSOLAR (U.S.) INC.|JinkoSolar|false|distinctive coined brand name
1124|JM FAMILY ENTERPRISES, INC|JM Family|false|distinctive company name
1125|JMA WIRELESS|NONE|true|JMA short acronym common collision risk
1126|JOBSOHIO|JobsOhio|false|distinctive coined brand name
1128|JOBY AVIATION|Joby|false|distinctive coined brand name
1129|JOHN NAU III|NONE|true|personal name, common name pattern
1132|JOHNSON CONTROLS, INC.|NONE|true|Johnson extremely common surname
1136|JP MORGAN CHASE HOLDINGS, LLC|JPMorgan Chase;JPMorgan|false|distinctive globally well-known bank brand
1139|JUSTICE ACTION NETWORK|NONE|true|generic descriptive coalition name
1140|JUUL LABS, INC.|JUUL|false|distinctive well-known vaping brand name
1141|KAISER FOUNDATION HEALTH PLANS|NONE|true|Kaiser fairly common surname/historical name
1143|KBR, INC. F/K/A SGT, INC.|KBR;Kellogg Brown & Root|false|distinctive well-known defense contractor brand and acronym
1144|KEEP US POSTED|NONE|true|generic phrase, extremely common everyday English idiom
1145|KEIDANREN|NONE|false|distinctive proper noun (Japan Business Federation)
1148|KIA CORPORATION (FORMERLY KNOWN AS KIA MOTORS CORPORATION)|Kia;Kia Motors|false|distinctive well-known auto brand
1149|KIDNEY CARE PARTNERS|NONE|true|generic descriptive coalition name
1150|KIDNEY TRANSPLANT COLLABORATIVE|NONE|true|generic descriptive coalition name
1152|KINDER MORGAN, INC.|Kinder Morgan|false|distinctive well-known energy company brand
1153|KINDRED HEALTHCARE D/B/A SCIONHEALTH|ScionHealth|false|distinctive brand names
1154|KING COUNTY|NONE|true|King County common place name, extremely high false-positive risk
1155|KINROSS GOLD U.S.A., INC.|Kinross Gold;Kinross|false|distinctive well-known mining company brand
1156|KIOXIA AMERICA, INC.|Kioxia|false|distinctive coined brand name
1159|KLARNA INC.|Klarna|false|distinctive coined fintech brand name
1160|KOCH GOVERNMENT AFFAIRS, LLC|Koch|false|distinctive well-known corporate family brand name
1161|KOCH GOVERNMENT AFFAIRS, LLC (FKA KOCH COMPANIES PUBLIC SECTOR, LLC)|Koch Companies Public Sector;KOCHPAC|false|distinctive brand name
1162|KOCH GOVERNMENT AFFAIRS, LLC FKA KOCH COMPANIES PUBLIC SECTOR, LLC|Koch Companies Public Sector|false|distinctive brand name
1164|KOHLBERG KRAVIS ROBERTS & COMPANY|KKR|false|distinctive well-known abbreviation
1165|KOHLER CO.|Kohler|false|distinctive brand name
1166|KONGSBERG DEFENCE & AEROSPACE|Kongsberg|false|distinctive brand name
1167|KOPIN CORPORATION|Kopin|false|distinctive brand name
1169|KPMG LLP|KPMG|false|distinctive well-known abbreviation
1170|KRAFT HEINZ COMPANY|Kraft Heinz;Kraft|false|distinctive brand name
1171|KRATOS DEFENSE & SECURITY SOLUTIONS|Kratos|false|distinctive brand name
1172|KROLL BOND RATING AGENCY, INC.|KBRA|false|distinctive brand name/abbreviation
1175|KURDISTAN REGIONAL GOVERNMENT|KRG|false|distinctive specific government entity name
1176|KUWAIT & GULF LINK HOLDING|NONE|false|distinctive holding company name
1178|L3 HARRIS TECHNOLOGIES, INC.|L3Harris|false|distinctive brand name
1179|L3HARRIS TECHNOLOGIES, INC.|L3 Harris|false|distinctive brand name
1180|LA 2028 -LOS ANGELES ORGANIZING COMMITTEE FOR OLYMPIC AND PARALYMPIC GAMES 2028|LA28;LA 2028|false|distinctive specific event-organizing entity
1181|LABORATORY CORPORATION OF AMERICA HOLDINGS|LabCorp|false|distinctive well-known brand name
1182|LAKE CARRIERS ASSOCIATION|NONE|true|generic descriptive trade-association name
1183|LAKEMOOR VENTURES, LLC|NONE|false|distinctive-enough name
1184|LAND O'LAKES, INC.|Land O Lakes|false|distinctive well-known consumer brand
1185|LAND TRUST ALLIANCE|NONE|true|generic descriptive name
1186|LANDRY'S|NONE|true|common surname/possessive
1187|LARGE PUBLIC POWER COUNCIL|NONE|true|generic descriptive coalition name
1188|LARGE UROLOGY GROUP PRACTICE ASSOCIATION|NONE|true|generic descriptive name
1189|LARGE UROLOGY GROUP PRACTICE ASSOCIATION (LUGPA)|NONE|true|generic descriptive name
1190|LAS VEGAS SANDS CORPORATION|Sands;Las Vegas Sands|false|distinctive well-known brand name
1192|LEADING BUILDERS OF AMERICA|NONE|true|generic descriptive trade-association name
1194|LEBANESE AMERICAN UNIVERSITY|LAU|false|distinctive specific named university
1195|LEGO SYSTEMS, INC.|LEGO|false|distinctive well-known consumer brand
1197|LENNOX INTERNATIONAL INC.|NONE|true|Lennox also place name/surname
1199|LEONARDO DRS, INC.|NONE|true|DRS alone short acronym many meanings
1200|LETTERONE HOLDINGS S.A.|NONE|true|L1 collides broadly
1201|LEVI STRAUSS & COMPANY|Levi's;Levi Strauss|false|distinctive well-known consumer brand
1202|LG CHEM, LTD.|LG Chem|false|distinctive brand name
1203|LG ELECTRONICS U.S.A., INC.|NONE|true|LG alone very short ambiguous acronym
1204|LHC GROUP, INC.|LHC Group|false|distinctive brand name
1205|LIBERTY MARITIME CORPORATION|Liberty Maritime|false|distinctive enough combination
1206|LIBERTY MEDIA CORPORATION|Liberty Media|false|distinctive enough combination
1207|LIBERTY MUTUAL GROUP INC.|Liberty Mutual|false|distinctive well-known brand
1208|LIBERTY MUTUAL INSURANCE COMPANY|Liberty Mutual|false|distinctive well-known brand
1209|LIBERTY PARTNERS GROUP O/B/O APTQI-HSCHEIN-PDS-SANTAFE-SOUND-RCCS-AFHC-WELLVANA|NONE|true|complex multi-party name, base generic
1210|LIFEPOINT HEALTH|NONE|false|distinctive brand name
1211|LIFESCIENCE LOGISTICS, LLC|NONE|false|distinctive-enough compound name
1212|LIGADO NETWORKS, LLC|Ligado|false|distinctive brand name
1213|LINCARE|NONE|false|distinctive brand name
1214|LINKEDIN CORPORATION|LinkedIn|false|distinctive well-known consumer brand
1216|LIVANOVA USA INC|LivaNova|false|distinctive brand name
1218|LIVERAMP HOLDINGS INC.|LiveRamp|false|distinctive brand name
1219|LIVERAMP, INC.|LiveRamp|false|distinctive brand name
1220|LKQ CORPORATION|LKQ|false|distinctive brand name/acronym
1223|LOAN SYNDICATIONS AND TRADING ASSOCIATION|NONE|true|generic descriptive trade-association name
1225|LOCKTON MANAGEMENT, LLC|Lockton|false|distinctive brand name
1227|LOMA LINDA UNIVERSITY MEDICAL CENTER|NONE|true|Loma Linda also a city name in California
1228|LONGEVITY HEALTH PLAN|NONE|true|generic descriptive name
1229|LONGI SOLAR TECHNOLOGY (US) INC.|LONGi|false|distinctive brand name
1230|LOS ANGELES COUNTY METROPOLITAN TRANSPORTATION AUTHORITY|NONE|true|Metro alone extremely generic
1233|LOWE'S COMPANIES, INC.,|Lowe's|false|distinctive well-known consumer brand
1234|LPA ENVIRONMENTAL FUND, LLC|NONE|false|distinctive-enough compound name
1235|LPL FINANCIAL LLC|LPL|false|distinctive brand name/acronym in financial context
1236|LS POWER|NONE|true|LS Power short acronym-like name
1237|LUMMI NATION|Lummi|false|distinctive specific tribal nation name
1238|LURIE CHILDREN'S HOSPITAL OF CHICAGO|Lurie Children's|false|distinctive well-known hospital brand
